Word - Frequency
jordantechcrunchcompcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadv1422640116mynkwzunjxxe344gszq1jpgtwitterjordanrcrook_linksselfhrefhttpstechcrunchcomwpjsontcv1users24273062collectionhrefhttpstechcrunchcomwpjsontcv1userswpfeaturedmediaid1380818date20160906t145406slugroelofbotha7typeattachmentlinkhttpstechcrunchcom20160909meetthedisruptsf2016speakersandjudgesroelofbotha7titlerenderedroelofbothaauthor103333311licenseauthors103333311captionrenderedalt_textmedia_typeimagemime_typeimagejpegmedia_detailswidth2396height1649file201609roelofbothajpgsizesthumbnailfileroelofbothajpgresize150103width150height103mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw150mediumfileroelofbothajpgresize300206width300height206mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw300medium_largefileroelofbothajpgresize768529width768height529mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw1024largefileroelofbothajpgresize680468width680height468mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw6801536x1536fileroelofbothajpgresize15361057width1536height1057mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw15362048x2048fileroelofbothajpgresize20481409width2048height1409mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw2048guestauthor32fileroelofbothajpgresize3232width32height32mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw32h32crop1guestauthor50fileroelofbothajpgresize5050width50height50mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw50h50crop1guestauthor64fileroelofbothajpgresize6464width64height64mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw64h64crop1guestauthor96fileroelofbothajpgresize9696width96height96mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw96h96crop1guestauthor128fileroelofbothajpgresize128128width128height128mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw128h128crop1conciergethumbfileroelofbothajpgresize5034width50height34mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgw50fullfileroelofbothajpgwidth1024height705mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpgimage_metaaperture71creditcameracanon - 1
eo - 1
5d - 1
mark - 1
iiicaptioncreated_timestamp1435653496copyrightfocal_length85iso100shutter_speed000625titleorientation1keywordsfilesize1383214source_urlhttpstechcrunchcomwpcontentuploads201609roelofbothajpg_linksselfhrefhttpstechcrunchcomwpjsonwpv2media1380818collectionhrefhttpstechcrunchcomwpjsonwpv2mediaabouthrefhttpstechcrunchcomwpjsonwpv2typesattachmentrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1380818authorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users103333311wptermid576754165linkhttpstechcrunchcomextracruncheventsextracrunchnameeventsslugeventsextracrunchtaxonomycategoryparent576737633rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576754165collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategoryupembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categories576737633wppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576754165hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576754165hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576754165curiesnamewphrefhttpsapiworgreltemplatedtrueid576737633linkhttpstechcrunchcomextracrunchnameextra - 1
crunchslugextracrunchtaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576737633collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576737633hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576737633hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576737633curiesnamewphrefhttpsapiworgreltemplatedtrueid20429linkhttpstechcrunchcomstartupsnamestartupsslugstartupstaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories20429collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories20429hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories20429hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories20429curiesnamewphrefhttpsapiworgreltemplatedtrueid17396linkhttpstechcrunchcomtcnametcslugtctaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories17396collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories17396hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories17396hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories17396curiesnamewphrefhttpsapiworgreltemplatedtrueid35394854linkhttpstechcrunchcomventurecapital2nameventur - 1
capitalslugventurecapital2taxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories35394854collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories35394854hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories35394854hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories35394854curiesnamewphrefhttpsapiworgreltemplatedtrueid576757259linkhttpstechcrunchcomtagextracrunchlivenameextra - 1
liveslugextracrunchlivetaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576757259collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576757259hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576757259hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576757259hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576757259curiesnamewphrefhttpsapiworgreltemplatedtrueid5438131linkhttpstechcrunchcomtagroelofbothanameroelof - 1
bothaslugroelofbothataxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags5438131collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags5438131hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags5438131hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags5438131hrefhttpstechcrunchcomwpjsonwpv2tc_videotags5438131curiesnamewphrefhttpsapiworgreltemplatedtrueid245607linkhttpstechcrunchcomtagsequoiacapitalnamesequoia - 1
capitalslugsequoiacapitaltaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags245607collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags245607hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags245607hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags245607hrefhttpstechcrunchcomwpjsonwpv2tc_videotags245607curiesnamewphrefhttpsapiworgreltemplatedtrueid270121999linkhttpstechcrunchcomtaxonomy_tc_cb_tag_taxonomytermsequoiacapitalorganizationnamesequoiacapitalorganizationslugsequoiacapitalorganizationtaxonomy_tc_cb_tag_taxonomy_linksselfhrefhttpstechcrunchcomwpjsonwpv2crunchbase_tag270121999collectionhrefhttpstechcrunchcomwpjsonwpv2crunchbase_tagabouthrefhttpstechcrunchcomwpjsonwpv2taxonomies_tc_cb_tag_taxonomywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscrunchbase_tag270121999curiesnamewphrefhttpsapiworgreltemplatedtrueid1984513date20200506t044102date_gmt20200506t114102guidrenderedhttpstechcrunchcomp1984513modified20200506t074852modified_gmt20200506t144852slugnocookieconsentwallsandnoscrollingisntconsentsayseudataprotectionbodystatuspublishtypepostlinkhttpstechcrunchcom20200506nocookieconsentwallsandnoscrollingisntconsentsayseudataprotectionbodytitlerenderedno - 1
cooki - 19
consent - 22
wall - 8
8212 - 17
scroll - 6
isn8217t - 2
eu - 5
data - 22
protect - 12
bodycontentrenderedp - 1
idspeakablesummaryy - 1
can8217t - 4
access - 2
website8217 - 2
content - 9
depend - 2
visitor - 5
agre - 4
aka - 3
8216consent - 2
wall8217not - 2
need - 11
compliant - 2
european - 4
lawpnpthat8217 - 1
unambigu - 2
messag - 2
board - 6
edpb - 7
publish - 5
hrefhttpsedpbeuropaeusitesedpbfilesfilesfile1edpb_guidelines_202005_consent_enpdfupd - 2
guidelinesa - 2
rule - 3
onlin - 5
people8217 - 2
datapnpund - 1
paneu - 1
law - 4
six - 1
control - 1
datapdiv - 1
classpianoinlinepromodivnpbut - 1
order - 2
legal - 4
europe8217 - 1
regul - 3
gdpr - 2
specif - 2
meet - 3
must - 1
clear - 5
inform - 3
freeli - 1
givenpnph - 1
demand - 3
8216consent8217 - 1
price - 1
insid - 1
club - 1
oxymoron - 1
brick - 1
wallpnh2no - 1
behind - 1
wallh2npth - 1
region - 1
crumbl - 1
hrefhttpstechcrunchcom20190308cookiewallsdontcomplywithgdprsaysdutchdpareport - 1
yeara - 2
dutch - 2
dpa - 1
clarifi - 2
guidanc - 3
ban - 1
wallspnpth - 2
intend - 1
hammer - 1
hometh - 1
body8217 - 1
role - 1
provid - 3
nation - 2
agenc - 2
encourag - 1
consist - 1
applic - 1
rulespnpth - 1
edpb8217 - 1
intervent - 1
should8212 - 1
remov - 3
inconsist - 1
interpret - 2
bloc8217 - 1
27 - 1
statesthough - 1
complianc - 1
tend - 1
it8217 - 7
marathon - 1
sprint - 1
though - 1
issu - 4
8216runners8217 - 1
track - 5
consider - 1
nowpnpa - 1
note - 5
report - 18
clarif - 2
advertis - 6
bureau - 1
europ - 3
instruct - 1
8216agree8217 - 1
wish - 2
view - 2
contentpnpth - 1
wasn8217t - 1
free - 6
choiceyet - 1
requir - 3
validso - 1
iab - 1
sinc - 5
implement - 1
fairli - 1
nudg - 1
either - 1
accept - 1
deni - 1
8220aggreg - 1
statistics82218230pnpimg - 1
classbreakout - 2
aligncent - 3
wpimage1984515 - 1
sizeful - 2
srchttpstechcrunchcomwpcontentuploads202005screenshot20200506at121018png - 1
alt - 8
width2764 - 1
height208 - 1
srcsethttpstechcrunchcomwpcontentuploads202005screenshot20200506at121018png - 1
2764w - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at121018pngresize15011 - 1
150w - 9
httpstechcrunchcomwpcontentuploads202005screenshot20200506at121018pngresize30023 - 1
300w - 9
httpstechcrunchcomwpcontentuploads202005screenshot20200506at121018pngresize76858 - 1
768w - 9
httpstechcrunchcomwpcontentuploads202005screenshot20200506at121018pngresize68051 - 1
680w - 9
httpstechcrunchcomwpcontentuploads202005screenshot20200506at121018pngresize1536116 - 1
1536w - 3
httpstechcrunchcomwpcontentuploads202005screenshot20200506at121018pngresize2048154 - 1
2048w - 3
httpstechcrunchcomwpcontentuploads202005screenshot20200506at121018pngresize504 - 1
50w - 9
sizesmaxwidth - 9
2764px - 2
100vw - 9
pnpa - 1
document - 4
exampl - 7
illustr - 1
salient - 1
8220constitut - 1
provis - 1
servic - 3
reli - 2
subject - 1
click - 1
8216accept - 1
cookies8217 - 1
buttonit - 1
present - 2
genuin - 1
choice8221pnpit8217 - 1
hard - 1
clearer - 3
reallypnpimg - 1
classsizelarg - 3
wpimage1984518 - 1
srchttpstechcrunchcomwpcontentuploads202005screenshot20200506at122843pngw680 - 1
width680 - 7
height171 - 1
srcsethttpstechcrunchcomwpcontentuploads202005screenshot20200506at122843png - 1
1390w - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at122843pngresize15038 - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at122843pngresize30076 - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at122843pngresize768193 - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at122843pngresize680171 - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at122843pngresize5013 - 1
680px - 14
pnh2scroll - 1
never - 2
8216take - 1
data8217h2npa - 1
second - 1
attent - 3
decid - 1
addit - 2
consentpnpsimpli - 1
put - 3
websit - 3
digit - 1
consentpnpor - 1
8220action - 1
swipe - 1
webpag - 1
user - 8
strongund - 1
circumstancesstrong - 1
satisfi - 1
affirm - 1
action8221 - 1
emphasi - 1
ourspnplog - 1
reason - 2
signal - 4
unambiguousaddit - 1
would - 4
withdraw - 2
validbi - 1
web - 7
pageobvi - 1
ridicul - 1
confusingpndiv - 1
classemb - 2
breakoutnblockquot - 2
classtwittertweet - 1
datawidth550 - 1
datadnttruenp - 1
langen - 1
dirltrth - 1
gem - 1
guidelin - 2
hrefhttpstwittercomhashtaggdprsrchashampref_srctwsrc5etfwgdpra - 1
action - 1
constitut - 1
consentrandom - 1
reasonsbest - 1
equal - 1
random - 1
activitya - 1
hrefhttpstcolrmtfysa8qhttpstcolrmtfysa8qa - 1
hrefhttpstcoxktzldsuh0pictwittercomxktzldsuh0apnpmdash - 1
lukasz - 1
olejnik - 1
lukolejnik - 1
hrefhttpstwittercomlukolejnikstatus1257961751360016385ref_srctwsrc5etfwmay - 1
6 - 2
2020apblockquotenpscript - 1
srchttpsplatformtwittercomwidgetsj - 1
charsetutf8scriptdivnphere8217 - 1
relev - 1
documentpnpimg - 1
wpimage1984521 - 1
srchttpstechcrunchcomwpcontentuploads202005screenshot20200506at124637pngw680 - 1
height139 - 1
srcsethttpstechcrunchcomwpcontentuploads202005screenshot20200506at124637png - 1
1372w - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at124637pngresize15031 - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at124637pngresize30061 - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at124637pngresize768157 - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at124637pngresize680139 - 1
httpstechcrunchcomwpcontentuploads202005screenshot20200506at124637pngresize5010 - 1
pnpagain - 1
harder - 2
thatpnpso - 1
moment - 1
site - 1
risk - 2
regulatori - 1
enforcementremind - 1
fine - 1
scale - 1
high - 1
u20ac20m - 1
4 - 1
annual - 1
turnoverpnpnonetheless - 1
hrefhttpstechcrunchcom20190810mosteucookieconsentnoticesaremeaninglessormanipulativestudyfindsrec - 1
researcha - 1
suggest - 3
theatr - 1
remain - 2
rife - 1
albeit - 1
8216scroll - 1
you8217v - 1
tracked8217 - 1
flavor - 1
practicepnpa - 1
hrefhttpstechcrunchcom20200110cookieconsenttoolsarebeingusedtoundermineeuprivacyrulesstudysuggestsmanipul - 1
popup - 1
dark - 1
patternsa - 1
major - 1
tactic - 1
undermin - 1
citizens8217 - 1
datapnpstil - 1
shone - 1
court - 4
shrink - 1
space - 4
bad - 1
faith - 1
actorspnpa - 1
classcrunchbaselink - 11
hrefhttpscrunchbasecomorganizationeuropeancourtofjustic - 1
target_blank - 11
datatypeorgan - 10
dataentityeuropeancourtofjusticeeuropean - 1
justic - 1
span - 12
classcrunchbasetooltipindicatorspana - 11
hrefhttpstechcrunchcom20191001europestopcourtsaysactiveconsentisneededfortrackingcookieslast - 1
demolish - 1
8216prechecking8217 - 1
gather - 1
among - 1
stipulationspnpplu - 1
there8217 - 4
hrefhttpstechcrunchcom20200427braveaccuseseuropeangovernmentsofgdprresourcingfailureincreas - 1
pressur - 1
actual - 2
aa - 2
hrefhttpstechcrunchcom20200219lackofbigtechgdprdecisionsloomslargeineuwatchdogsannualreportenforc - 1
rulesa - 1
gdpr8217 - 1
two - 4
anniversari - 1
approachingpnpso - 1
concern - 2
thumb - 1
steal - 1
conceal - 1
consentand - 1
shortcut - 2
clearli - 1
signpost - 1
b - 1
similarli - 1
easi - 1
rout - 1
optout - 1
againsimplespnprotectedfalseexcerptrenderedpy - 1
lawthat8217 - 1
hellippnprotectedfalseauthor39990176featured_media1924558comment_statusopenping_statusclosedstickyfalsetemplateformatstandardmetaoutcomestatuscrunchbase_tag0amp_statusrelegenceentitiesrelegencesubjectscategories449557100426637499tags5765976055766391983506440459165564202615668449557099611533576759598467404220691364495519322054crunchbase_tagtc_stories_taxtc_eventjetpack_featured_media_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgshortlinkhttpstcrnch2yxczodrapiddataptpctfeaturedfalsesubtitlefundingroundfalseseotitleseodescriptionpremiumcontentfalsepremiumcutoffpercent1tc_cb_mappingslugeuropeancourtofjusticecb_nameeuropean - 1
justicecb_slugeuropeancourtofjusticeorganizationcb_linkhttpscrunchbasecomorganizationeuropeancourtofjusticeslugeuropeanunioncb_nameeuropean - 1
unioncb_slugeuropeanunionorganizationcb_linkhttpscrunchbasecomorganizationeuropeanunionsluglawcb_namelawcb_sluglawcomincorganizationcb_linkhttpscrunchbasecomorganizationlawcomincassociatedeventnulleventnullauthors39990176hidefeaturedimagefalse_linksselfhrefhttpstechcrunchcomwpjsonwpv2posts1984513collectionhrefhttpstechcrunchcomwpjsonwpv2postsabouthrefhttpstechcrunchcomwpjsonwpv2typespostrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1984513versionhistorycount24hrefhttpstechcrunchcomwpjsonwpv2posts1984513revisionspredecessorversionid1984685hrefhttpstechcrunchcomwpjsonwpv2posts1984513revisions1984685authorsembeddabletruehrefhttpstechcrunchcomwpjsontcv1users39990176httpstechcrunchcomedithrefhttpstechcrunchcomwpadminpostphppost1984513actioneditauthorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users39990176wpfeaturedmediaembeddabletruehrefhttpstechcrunchcomwpjsonwpv2media1924558wpattachmenthrefhttpstechcrunchcomwpjsonwpv2mediaparent1984513wptermtaxonomycategoryembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categoriespost1984513taxonomypost_tagembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tagspost1984513taxonomy_tc_cb_tag_taxonomyembeddabletruehrefhttpstechcrunchcomwpjsonwpv2crunchbase_tagpost1984513taxonomytc_stories_taxembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_stories_taxpost1984513taxonomytc_eventembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_eventpost1984513curiesnamewphrefhttpsapiworgreltemplatedtrue_embeddedauthorsid39990176namenatasha - 1
lomasurldescriptionlinkhttpstechcrunchcomauthornatashalomasslugnatashalomasavatar_urls24httpssecuregravatarcomavatar68a02f90ad0a6349a7b852ddce6f93e4s24didenticonrg48httpssecuregravatarcomavatar68a02f90ad0a6349a7b852ddce6f93e4s48didenticonrg96httpssecuregravatarcomavatar68a02f90ad0a6349a7b852ddce6f93e4s96didenticonrglinkstwitterhttpstwittercomriptarilinkedinhttpwwwlinkedincominnlomascrunchbasehttpswwwcrunchbasecompersonnatashalomaspositionwritercbdescriptionpnatasha - 2
senior - 17
septemb - 2
2012 - 2
europesh - 2
tc - 2
stint - 2
review - 2
smartphon - 4
cnet - 2
uk - 2
prior - 3
five - 2
cover - 11
siliconcom - 2
fold - 2
techrepubl - 2
focus - 6
wireless - 2
telecom - 2
amp - 6
skill - 2
issuessh - 2
freelanc - 2
organis - 2
guardian - 2
bbcnatasha - 2
hold - 4
class - 2
degre - 2
english - 2
cambridg - 2
univers - 4
journal - 2
goldsmith - 2
colleg - 2
londonpcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadv1397184383575a81841b1b431463585c830bffd373jpgtwitterriptari_linksselfhrefhttpstechcrunchcomwpjsontcv1users39990176collectionhrefhttpstechcrunchcomwpjsontcv1usersauthorid39990176namenatasha - 1
londonpcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadv1397184383575a81841b1b431463585c830bffd373jpgtwitterriptari_linksselfhrefhttpstechcrunchcomwpjsontcv1users39990176collectionhrefhttpstechcrunchcomwpjsontcv1userswpfeaturedmediaid1924558date20191216t100023slugcroppedhandsholdingcookiesagainstbluebackgroundtypeattachmentlinkhttpstechcrunchcom20191216inapostcookieworldrtbiskeytoeffectivedigitalmarketingcroppedhandsholdingcookiesagainstbluebackgroundtitlerenderedcrop - 1
blue - 2
backgroundauthor133574325licensesource_keygetti - 1
imagespersonviniciu - 1
massuelaeyeemperson_urlhttpswwwgettyimagescomsearchphotographerfamilycreativephotographerviniciusmassuelaeyeemauthors133574325captionrenderedalt_textcooki - 1
rtb - 1
advertisingmedia_typeimagemime_typeimagejpegmedia_detailswidth2236height1341file201912gettyimages1141388386jpgsizesthumbnailfilegettyimages1141388386jpgresize15090width150height90mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw150mediumfilegettyimages1141388386jpgresize300180width300height180mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw300medium_largefilegettyimages1141388386jpgresize768461width768height461mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw1024largefilegettyimages1141388386jpgresize680408width680height408mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw6801536x1536filegettyimages1141388386jpgresize1536921width1536height921mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw15362048x2048filegettyimages1141388386jpgresize20481228width2048height1228mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw2048guestauthor32filegettyimages1141388386jpgresize3232width32height32mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw32h32crop1guestauthor50filegettyimages1141388386jpgresize5050width50height50mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw50h50crop1guestauthor64filegettyimages1141388386jpgresize6464width64height64mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw64h64crop1guestauthor96filegettyimages1141388386jpgresize9696width96height96mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw96h96crop1guestauthor128filegettyimages1141388386jpgresize128128width128height128mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw128h128crop1conciergethumbfilegettyimages1141388386jpgresize5030width50height30mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgw50fullfilegettyimages1141388386jpgwidth1024height614mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201912gettyimages1141388386jpgimage_metaaperture0creditgetti - 1
